member_id,Age,Gender,Plan_Type,Join_Date,Last_Date,Monthly_Fee,PT_Opted,Status,Total_Revenue,Group_Stage,Member_type,Month,,,,
10494,43,M,Yearly,09-02-2024,07-01-2026,1300,Yes,Active,15600,35+,Safe,Feb-24,,,,
10495,39,M,Quarterly,06-11-2024,06-01-2026,1000,No,Active,3000,35+,Safe,Nov-24,,,,
10496,34,M,Monthly,30-10-2023,02-01-2026,1200,No,Active,1200,25-34,Safe,Oct-23,,,,
10497,37,M,Yearly,09-03-2024,09-01-2026,1300,Yes,Active,15600,35+,Safe,Mar-24,,,,
10498,27,F,Quarterly,09-10-2024,13-11-2025,1000,No,Inactive,3000,25-34,High Risk,Oct-24,,,,
10499,23,F,Quarterly,01-03-2025,02-01-2026,1000,No,Active,3000,18-24,Safe,Mar-25,,,,
10500,32,M,Yearly,25-07-2024,18-12-2025,800,No,Active,9600,25-34,Safe,Jul-24,,,,
10501,39,M,Quarterly,18-04-2025,19-12-2025,1500,Yes,Active,4500,35+,Safe,Apr-25,,,,
10502,28,M,Quarterly,31-10-2023,06-10-2025,1000,No,Inactive,3000,25-34,High Risk,Oct-23,,,,
10503,45,M,Yearly,11-12-2024,17-12-2025,800,No,Active,9600,35+,Safe,Dec-24,,,,
10504,22,M,Monthly,15-02-2024,10-01-2026,1200,No,Active,1200,18-24,Safe,Feb-24,,,,
10505,18,M,Quarterly,16-06-2024,23-12-2025,1000,No,Active,3000,18-24,Safe,Jun-24,,,,
10506,25,M,Quarterly,16-09-2023,29-09-2025,1000,No,Inactive,3000,25-34,High Risk,Sep-23,,,,
10507,38,M,Quarterly,04-11-2023,21-12-2025,1500,Yes,Active,4500,35+,Safe,Nov-23,,,,
10508,45,M,Yearly,03-06-2025,03-01-2026,800,No,Active,9600,35+,Safe,Jun-25,,,,
10509,29,M,Monthly,29-11-2023,02-01-2026,1700,Yes,Active,1700,25-34,Safe,Nov-23,,,,
10510,29,M,Quarterly,24-06-2025,02-12-2025,1000,No,Inactive,3000,25-34,High Risk,Jun-25,,,,
10511,22,F,Monthly,30-01-2025,21-12-2025,1200,No,Active,1200,18-24,Safe,Jan-25,,,,
10512,24,M,Quarterly,10-09-2024,09-01-2026,1500,Yes,Active,4500,18-24,Safe,Sep-24,,,,
10513,21,F,Quarterly,26-10-2025,06-01-2026,1000,No,Active,3000,18-24,Safe,Oct-25,,,,
10514,23,F,Yearly,01-10-2023,07-01-2026,1300,Yes,Active,15600,18-24,Safe,Oct-23,,,,
10515,30,M,Monthly,28-10-2025,05-12-2025,1700,Yes,Inactive,1700,25-34,High Risk,Oct-25,,,,
10516,37,F,Quarterly,20-10-2025,18-12-2025,1000,No,Active,3000,35+,Safe,Oct-25,,,,
10517,32,M,Monthly,28-11-2023,06-01-2026,1700,Yes,Active,1700,25-34,Safe,Nov-23,,,,
10518,20,M,Yearly,27-12-2023,10-10-2025,800,No,Inactive,9600,18-24,High Risk,Dec-23,,,,
10519,40,M,Yearly,14-09-2024,02-01-2026,1300,Yes,Active,15600,35+,Safe,Sep-24,,,,
10520,25,M,Yearly,12-07-2024,06-11-2025,800,No,Inactive,9600,25-34,High Risk,Jul-24,,,,
10521,37,M,Yearly,05-08-2024,05-11-2025,800,No,Inactive,9600,35+,High Risk,Aug-24,,,,
10522,33,M,Yearly,04-01-2025,02-01-2026,800,No,Active,9600,25-34,Safe,Jan-25,,,,
10523,30,M,Monthly,29-08-2023,28-09-2025,1200,No,Inactive,1200,25-34,High Risk,Aug-23,,,,
10524,35,M,Monthly,01-01-2024,17-12-2025,1200,No,Active,1200,35+,Safe,Jan-24,,,,
10525,45,M,Quarterly,06-09-2024,21-12-2025,1500,Yes,Active,4500,35+,Safe,Sep-24,,,,
10526,27,F,Yearly,16-04-2024,27-12-2025,1300,Yes,Active,15600,25-34,Safe,Apr-24,,,,
10527,36,M,Yearly,22-11-2023,05-01-2026,800,No,Active,9600,35+,Safe,Nov-23,,,,
10528,34,M,Monthly,27-06-2024,14-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jun-24,,,,
10529,41,F,Yearly,17-10-2023,03-01-2026,800,No,Active,9600,35+,Safe,Oct-23,,,,
10530,36,M,Quarterly,08-03-2025,07-11-2025,1500,Yes,Inactive,4500,35+,High Risk,Mar-25,,,,
10531,45,M,Quarterly,21-12-2024,25-12-2025,1000,No,Active,3000,35+,Safe,Dec-24,,,,
10532,43,M,Monthly,30-03-2024,18-12-2025,1200,No,Active,1200,35+,Safe,Mar-24,,,,
10533,40,M,Monthly,14-02-2024,03-11-2025,1700,Yes,Inactive,1700,35+,High Risk,Feb-24,,,,
10534,43,F,Quarterly,09-04-2024,02-01-2026,1000,No,Active,3000,35+,Safe,Apr-24,,,,
10535,22,M,Quarterly,02-05-2024,07-01-2026,1500,Yes,Active,4500,18-24,Safe,May-24,,,,
10536,43,F,Monthly,06-11-2025,21-12-2025,1200,No,Active,1200,35+,Safe,Nov-25,,,,
10537,38,M,Quarterly,15-10-2023,07-10-2025,1500,Yes,Inactive,4500,35+,High Risk,Oct-23,,,,
10538,40,M,Yearly,31-03-2025,19-12-2025,800,No,Active,9600,35+,Safe,Mar-25,,,,
10539,26,M,Yearly,12-02-2025,06-01-2026,800,No,Active,9600,25-34,Safe,Feb-25,,,,
10540,29,M,Yearly,28-06-2024,03-01-2026,1300,Yes,Active,15600,25-34,Safe,Jun-24,,,,
10541,38,M,Monthly,17-01-2025,30-09-2025,1700,Yes,Inactive,1700,35+,High Risk,Jan-25,,,,
10542,18,F,Monthly,29-11-2024,21-12-2025,1200,No,Active,1200,18-24,Safe,Nov-24,,,,
10543,43,F,Quarterly,17-03-2025,10-01-2026,1500,Yes,Active,4500,35+,Safe,Mar-25,,,,
10544,43,M,Monthly,29-03-2025,02-01-2026,1200,No,Active,1200,35+,Safe,Mar-25,,,,
10545,18,F,Monthly,14-05-2025,03-01-2026,1200,No,Active,1200,18-24,Safe,May-25,,,,
10546,32,F,Monthly,02-09-2024,02-01-2026,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
10547,19,M,Monthly,09-06-2025,07-01-2026,1200,No,Active,1200,18-24,Safe,Jun-25,,,,
10548,39,M,Monthly,20-09-2025,18-09-2025,1200,No,Inactive,1200,35+,High Risk,Sep-25,,,,
10549,33,M,Monthly,20-02-2024,06-01-2026,1200,No,Active,1200,25-34,Safe,Feb-24,,,,
10550,42,M,Monthly,02-04-2024,25-12-2025,1200,No,Active,1200,35+,Safe,Apr-24,,,,
10551,25,M,Monthly,04-10-2025,24-12-2025,1700,Yes,Active,1700,25-34,Safe,Oct-25,,,,
10552,30,M,Quarterly,20-01-2025,08-01-2026,1500,Yes,Active,4500,25-34,Safe,Jan-25,,,,
10553,38,F,Quarterly,18-11-2024,27-12-2025,1000,No,Active,3000,35+,Safe,Nov-24,,,,
10554,18,M,Quarterly,26-08-2024,05-01-2026,1000,No,Active,3000,18-24,Safe,Aug-24,,,,
10555,33,M,Monthly,05-08-2025,26-12-2025,1700,Yes,Active,1700,25-34,Safe,Aug-25,,,,
10556,24,F,Monthly,01-10-2024,21-12-2025,1200,No,Active,1200,18-24,Safe,Oct-24,,,,
10557,22,F,Quarterly,13-06-2025,02-10-2025,1000,No,Inactive,3000,18-24,High Risk,Jun-25,,,,
10558,39,M,Quarterly,05-10-2024,31-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-24,,,,
10559,40,F,Quarterly,24-01-2025,21-12-2025,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10560,20,M,Monthly,13-06-2025,23-12-2025,1700,Yes,Active,1700,18-24,Safe,Jun-25,,,,
10561,29,M,Yearly,14-07-2024,02-01-2026,800,No,Active,9600,25-34,Safe,Jul-24,,,,
10562,43,M,Monthly,15-02-2024,01-01-2026,1700,Yes,Active,1700,35+,Safe,Feb-24,,,,
10563,33,M,Quarterly,11-07-2024,31-12-2025,1000,No,Active,3000,25-34,Safe,Jul-24,,,,
10564,36,M,Quarterly,06-10-2023,16-11-2025,1500,Yes,Inactive,4500,35+,High Risk,Oct-23,,,,
10565,22,M,Quarterly,02-06-2024,29-09-2025,1000,No,Inactive,3000,18-24,High Risk,Jun-24,,,,
10566,39,M,Monthly,02-09-2023,19-09-2025,1200,No,Inactive,1200,35+,High Risk,Sep-23,,,,
10567,42,M,Monthly,30-01-2025,29-09-2025,1700,Yes,Inactive,1700,35+,High Risk,Jan-25,,,,
10568,31,M,Yearly,24-07-2024,18-12-2025,800,No,Active,9600,25-34,Safe,Jul-24,,,,
10569,45,F,Monthly,19-03-2025,30-12-2025,1200,No,Active,1200,35+,Safe,Mar-25,,,,
10570,22,M,Monthly,28-04-2025,04-01-2026,1700,Yes,Active,1700,18-24,Safe,Apr-25,,,,
10571,32,M,Monthly,30-01-2025,23-12-2025,1200,No,Active,1200,25-34,Safe,Jan-25,,,,
10572,34,M,Yearly,05-03-2025,02-01-2026,1300,Yes,Active,15600,25-34,Safe,Mar-25,,,,
10573,31,M,Monthly,08-06-2025,20-12-2025,1200,No,Active,1200,25-34,Safe,Jun-25,,,,
10574,37,M,Yearly,08-05-2025,22-12-2025,800,No,Active,9600,35+,Safe,May-25,,,,
10575,22,F,Quarterly,13-04-2025,18-12-2025,1000,No,Active,3000,18-24,Safe,Apr-25,,,,
10576,29,M,Yearly,10-05-2025,10-01-2026,1300,Yes,Active,15600,25-34,Safe,May-25,,,,
10577,33,M,Yearly,13-11-2023,22-12-2025,800,No,Active,9600,25-34,Safe,Nov-23,,,,
10578,43,M,Quarterly,08-10-2023,01-01-2026,1000,No,Active,3000,35+,Safe,Oct-23,,,,
10579,43,M,Monthly,05-12-2023,29-10-2025,1200,No,Inactive,1200,35+,High Risk,Dec-23,,,,
10580,33,M,Monthly,27-11-2024,09-01-2026,1200,No,Active,1200,25-34,Safe,Nov-24,,,,
10581,38,M,Monthly,11-11-2025,05-01-2026,1200,No,Active,1200,35+,Safe,Nov-25,,,,
10582,24,M,Quarterly,18-12-2024,19-12-2025,1500,Yes,Active,4500,18-24,Safe,Dec-24,,,,
10583,21,M,Monthly,18-12-2024,31-12-2025,1700,Yes,Active,1700,18-24,Safe,Dec-24,,,,
10584,18,M,Monthly,20-01-2024,24-09-2025,1700,Yes,Inactive,1700,18-24,High Risk,Jan-24,,,,
10585,22,M,Monthly,25-08-2024,18-12-2025,1700,Yes,Active,1700,18-24,Safe,Aug-24,,,,
10586,40,F,Yearly,30-08-2024,02-01-2026,800,No,Active,9600,35+,Safe,Aug-24,,,,
10587,43,F,Monthly,04-08-2024,01-01-2026,1700,Yes,Active,1700,35+,Safe,Aug-24,,,,
10588,27,F,Monthly,22-02-2024,23-12-2025,1700,Yes,Active,1700,25-34,Safe,Feb-24,,,,
10589,39,M,Monthly,20-07-2024,17-12-2025,1700,Yes,Active,1700,35+,Safe,Jul-24,,,,
10590,22,M,Yearly,07-06-2024,22-12-2025,1300,Yes,Active,15600,18-24,Safe,Jun-24,,,,
10591,21,M,Quarterly,05-11-2025,21-12-2025,1500,Yes,Active,4500,18-24,Safe,Nov-25,,,,
10592,19,M,Monthly,24-08-2025,25-12-2025,1700,Yes,Active,1700,18-24,Safe,Aug-25,,,,
10593,37,M,Monthly,03-09-2023,03-10-2025,1200,No,Inactive,1200,35+,High Risk,Sep-23,,,,
10594,27,M,Monthly,02-11-2023,30-12-2025,1200,No,Active,1200,25-34,Safe,Nov-23,,,,
10595,43,M,Monthly,16-01-2024,03-01-2026,1700,Yes,Active,1700,35+,Safe,Jan-24,,,,
10596,36,F,Yearly,25-08-2023,05-01-2026,800,No,Active,9600,35+,Safe,Aug-23,,,,
10597,43,M,Yearly,27-07-2025,02-10-2025,1300,Yes,Inactive,15600,35+,High Risk,Jul-25,,,,
10598,18,M,Quarterly,10-10-2024,15-09-2025,1500,Yes,Inactive,4500,18-24,High Risk,Oct-24,,,,
10599,41,M,Yearly,02-05-2024,01-01-2026,1300,Yes,Active,15600,35+,Safe,May-24,,,,
10600,22,F,Monthly,23-05-2024,27-12-2025,1200,No,Active,1200,18-24,Safe,May-24,,,,
10601,30,M,Quarterly,14-04-2024,22-11-2025,1000,No,Inactive,3000,25-34,High Risk,Apr-24,,,,
10602,21,M,Yearly,18-08-2024,27-12-2025,1300,Yes,Active,15600,18-24,Safe,Aug-24,,,,
10603,33,M,Monthly,22-09-2023,07-01-2026,1700,Yes,Active,1700,25-34,Safe,Sep-23,,,,
10604,41,M,Yearly,18-09-2023,10-01-2026,800,No,Active,9600,35+,Safe,Sep-23,,,,
10605,33,M,Monthly,22-06-2025,24-12-2025,1700,Yes,Active,1700,25-34,Safe,Jun-25,,,,
10606,40,F,Monthly,30-08-2023,05-01-2026,1700,Yes,Active,1700,35+,Safe,Aug-23,,,,
10607,19,M,Monthly,30-04-2025,07-11-2025,1200,No,Inactive,1200,18-24,High Risk,Apr-25,,,,
10608,34,M,Monthly,19-12-2023,10-01-2026,1200,No,Active,1200,25-34,Safe,Dec-23,,,,
10609,45,M,Quarterly,30-05-2025,10-01-2026,1000,No,Active,3000,35+,Safe,May-25,,,,
10610,44,M,Yearly,24-07-2024,24-12-2025,800,No,Active,9600,35+,Safe,Jul-24,,,,
10611,37,M,Quarterly,28-08-2023,17-12-2025,1500,Yes,Active,4500,35+,Safe,Aug-23,,,,
10612,41,M,Yearly,17-08-2025,17-12-2025,1300,Yes,Active,15600,35+,Safe,Aug-25,,,,
10613,29,M,Yearly,28-12-2024,16-11-2025,800,No,Inactive,9600,25-34,High Risk,Dec-24,,,,
10614,35,M,Monthly,03-08-2025,09-01-2026,1700,Yes,Active,1700,35+,Safe,Aug-25,,,,
10615,20,M,Quarterly,05-01-2025,01-11-2025,1000,No,Inactive,3000,18-24,High Risk,Jan-25,,,,
10616,45,M,Monthly,04-04-2025,01-01-2026,1200,No,Active,1200,35+,Safe,Apr-25,,,,
10617,18,M,Quarterly,24-12-2023,05-01-2026,1000,No,Active,3000,18-24,Safe,Dec-23,,,,
10618,18,F,Yearly,21-06-2024,25-09-2025,1300,Yes,Inactive,15600,18-24,High Risk,Jun-24,,,,
10619,36,M,Monthly,28-08-2024,17-09-2025,1200,No,Inactive,1200,35+,High Risk,Aug-24,,,,
10620,28,M,Quarterly,31-07-2023,06-01-2026,1000,No,Active,3000,25-34,Safe,Jul-23,,,,
10621,22,F,Quarterly,09-11-2024,18-12-2025,1000,No,Active,3000,18-24,Safe,Nov-24,,,,
10622,29,M,Quarterly,04-05-2024,30-12-2025,1500,Yes,Active,4500,25-34,Safe,May-24,,,,
10623,20,F,Monthly,21-04-2024,04-10-2025,1700,Yes,Inactive,1700,18-24,High Risk,Apr-24,,,,
10624,18,M,Monthly,12-04-2025,24-12-2025,1700,Yes,Active,1700,18-24,Safe,Apr-25,,,,
10625,18,F,Monthly,12-05-2025,03-01-2026,1700,Yes,Active,1700,18-24,Safe,May-25,,,,
10626,25,M,Monthly,23-09-2025,25-12-2025,1700,Yes,Active,1700,25-34,Safe,Sep-25,,,,
10627,27,M,Monthly,18-03-2024,27-11-2025,1200,No,Inactive,1200,25-34,High Risk,Mar-24,,,,
10628,28,M,Quarterly,25-11-2023,31-12-2025,1000,No,Active,3000,25-34,Safe,Nov-23,,,,
10629,29,F,Monthly,11-07-2025,08-01-2026,1700,Yes,Active,1700,25-34,Safe,Jul-25,,,,
10630,30,F,Yearly,25-05-2024,25-12-2025,800,No,Active,9600,25-34,Safe,May-24,,,,
10631,29,M,Quarterly,04-10-2023,27-12-2025,1500,Yes,Active,4500,25-34,Safe,Oct-23,,,,
10632,31,M,Quarterly,16-08-2025,04-01-2026,1000,No,Active,3000,25-34,Safe,Aug-25,,,,
10633,19,F,Monthly,01-07-2025,29-10-2025,1200,No,Inactive,1200,18-24,High Risk,Jul-25,,,,
10634,36,M,Quarterly,03-07-2025,24-12-2025,1000,No,Active,3000,35+,Safe,Jul-25,,,,
10635,35,F,Yearly,05-08-2024,17-12-2025,800,No,Active,9600,35+,Safe,Aug-24,,,,
10636,20,F,Monthly,19-09-2023,01-01-2026,1700,Yes,Active,1700,18-24,Safe,Sep-23,,,,
10637,40,M,Monthly,14-04-2025,01-01-2026,1700,Yes,Active,1700,35+,Safe,Apr-25,,,,
10638,34,M,Yearly,04-10-2023,19-12-2025,800,No,Active,9600,25-34,Safe,Oct-23,,,,
10639,43,M,Monthly,29-02-2024,25-12-2025,1200,No,Active,1200,35+,Safe,Feb-24,,,,
10640,25,M,Monthly,29-11-2024,16-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Nov-24,,,,
10641,43,F,Monthly,02-11-2023,13-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Nov-23,,,,
10642,27,M,Monthly,22-11-2024,10-01-2026,1200,No,Active,1200,25-34,Safe,Nov-24,,,,
10643,43,F,Quarterly,17-04-2025,20-12-2025,1500,Yes,Active,4500,35+,Safe,Apr-25,,,,
10644,19,M,Monthly,03-08-2024,06-11-2025,1200,No,Inactive,1200,18-24,High Risk,Aug-24,,,,
10645,36,F,Yearly,12-11-2024,06-12-2025,800,No,Inactive,9600,35+,High Risk,Nov-24,,,,
10646,26,M,Yearly,07-09-2023,14-11-2025,1300,Yes,Inactive,15600,25-34,High Risk,Sep-23,,,,
10647,24,M,Quarterly,28-02-2025,30-12-2025,1500,Yes,Active,4500,18-24,Safe,Feb-25,,,,
10648,21,M,Quarterly,13-10-2023,05-12-2025,1000,No,Inactive,3000,18-24,High Risk,Oct-23,,,,
10649,43,F,Yearly,28-01-2025,23-12-2025,800,No,Active,9600,35+,Safe,Jan-25,,,,
10650,38,M,Monthly,27-09-2024,05-10-2025,1200,No,Inactive,1200,35+,High Risk,Sep-24,,,,
10651,35,F,Yearly,18-01-2025,04-01-2026,1300,Yes,Active,15600,35+,Safe,Jan-25,,,,
10652,30,M,Yearly,07-05-2025,12-10-2025,1300,Yes,Inactive,15600,25-34,High Risk,May-25,,,,
10653,28,M,Quarterly,01-01-2024,04-01-2026,1000,No,Active,3000,25-34,Safe,Jan-24,,,,
10654,41,M,Quarterly,26-09-2025,02-11-2025,1000,No,Inactive,3000,35+,High Risk,Sep-25,,,,
10655,21,M,Monthly,13-08-2025,17-12-2025,1700,Yes,Active,1700,18-24,Safe,Aug-25,,,,
10656,42,M,Monthly,22-04-2025,19-12-2025,1200,No,Active,1200,35+,Safe,Apr-25,,,,
10657,38,F,Yearly,10-05-2025,24-12-2025,1300,Yes,Active,15600,35+,Safe,May-25,,,,
10658,42,F,Monthly,16-03-2024,04-01-2026,1700,Yes,Active,1700,35+,Safe,Mar-24,,,,
10659,21,F,Yearly,30-03-2024,11-12-2025,1300,Yes,Inactive,15600,18-24,High Risk,Mar-24,,,,
10660,27,F,Monthly,06-05-2024,05-01-2026,1200,No,Active,1200,25-34,Safe,May-24,,,,
10661,22,M,Monthly,31-01-2024,30-12-2025,1200,No,Active,1200,18-24,Safe,Jan-24,,,,
10662,26,M,Monthly,16-08-2025,08-01-2026,1200,No,Active,1200,25-34,Safe,Aug-25,,,,
10663,41,M,Monthly,10-08-2023,20-12-2025,1200,No,Active,1200,35+,Safe,Aug-23,,,,
10664,20,F,Quarterly,14-11-2025,10-01-2026,1000,No,Active,3000,18-24,Safe,Nov-25,,,,
10665,34,M,Monthly,31-12-2024,02-12-2025,1700,Yes,Inactive,1700,25-34,High Risk,Dec-24,,,,
10666,20,M,Yearly,06-08-2024,30-12-2025,1300,Yes,Active,15600,18-24,Safe,Aug-24,,,,
10667,33,M,Quarterly,03-12-2023,01-01-2026,1500,Yes,Active,4500,25-34,Safe,Dec-23,,,,
10668,21,M,Monthly,23-06-2024,27-12-2025,1700,Yes,Active,1700,18-24,Safe,Jun-24,,,,
10669,35,F,Quarterly,05-06-2024,03-01-2026,1000,No,Active,3000,35+,Safe,Jun-24,,,,
10670,34,F,Yearly,12-11-2025,29-12-2025,800,No,Active,9600,25-34,Safe,Nov-25,,,,
10671,24,M,Quarterly,02-01-2025,24-11-2025,1000,No,Inactive,3000,18-24,High Risk,Jan-25,,,,
10672,41,F,Monthly,03-10-2025,08-01-2026,1700,Yes,Active,1700,35+,Safe,Oct-25,,,,
10673,40,M,Yearly,06-01-2025,09-01-2026,1300,Yes,Active,15600,35+,Safe,Jan-25,,,,
10674,22,M,Yearly,12-06-2025,30-12-2025,800,No,Active,9600,18-24,Safe,Jun-25,,,,
10675,29,M,Monthly,01-02-2025,30-09-2025,1700,Yes,Inactive,1700,25-34,High Risk,Feb-25,,,,
10676,34,M,Monthly,01-05-2024,03-01-2026,1200,No,Active,1200,25-34,Safe,May-24,,,,
10677,40,M,Quarterly,25-06-2024,24-12-2025,1000,No,Active,3000,35+,Safe,Jun-24,,,,
10678,30,F,Monthly,09-06-2025,05-01-2026,1200,No,Active,1200,25-34,Safe,Jun-25,,,,
10679,40,M,Yearly,20-08-2024,19-12-2025,800,No,Active,9600,35+,Safe,Aug-24,,,,
10680,42,F,Monthly,07-01-2025,26-12-2025,1200,No,Active,1200,35+,Safe,Jan-25,,,,
10681,20,M,Yearly,18-11-2023,10-01-2026,1300,Yes,Active,15600,18-24,Safe,Nov-23,,,,
10682,26,M,Quarterly,28-07-2024,22-12-2025,1000,No,Active,3000,25-34,Safe,Jul-24,,,,
10683,34,M,Monthly,09-08-2023,23-12-2025,1700,Yes,Active,1700,25-34,Safe,Aug-23,,,,
10684,34,M,Monthly,22-09-2023,22-12-2025,1700,Yes,Active,1700,25-34,Safe,Sep-23,,,,
10685,37,M,Quarterly,29-02-2024,25-11-2025,1000,No,Inactive,3000,35+,High Risk,Feb-24,,,,
10686,33,F,Yearly,12-05-2024,14-10-2025,800,No,Inactive,9600,25-34,High Risk,May-24,,,,
10687,42,M,Yearly,11-04-2025,20-12-2025,1300,Yes,Active,15600,35+,Safe,Apr-25,,,,
10688,39,M,Monthly,09-12-2024,19-11-2025,1200,No,Inactive,1200,35+,High Risk,Dec-24,,,,
10689,30,M,Monthly,01-09-2024,28-12-2025,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
10690,44,M,Monthly,17-09-2024,03-01-2026,1200,No,Active,1200,35+,Safe,Sep-24,,,,
10691,36,M,Quarterly,28-01-2025,05-01-2026,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10692,34,M,Monthly,07-11-2024,09-01-2026,1700,Yes,Active,1700,25-34,Safe,Nov-24,,,,
10693,21,M,Monthly,01-01-2024,19-09-2025,1200,No,Inactive,1200,18-24,High Risk,Jan-24,,,,
10694,29,M,Quarterly,24-12-2023,29-12-2025,1500,Yes,Active,4500,25-34,Safe,Dec-23,,,,
10695,26,M,Yearly,18-06-2025,02-01-2026,800,No,Active,9600,25-34,Safe,Jun-25,,,,
10696,36,M,Monthly,07-05-2025,19-12-2025,1700,Yes,Active,1700,35+,Safe,May-25,,,,
10697,29,M,Monthly,07-04-2025,25-12-2025,1200,No,Active,1200,25-34,Safe,Apr-25,,,,
10698,26,M,Quarterly,29-12-2024,22-12-2025,1500,Yes,Active,4500,25-34,Safe,Dec-24,,,,
10699,24,F,Quarterly,06-02-2025,21-12-2025,1000,No,Active,3000,18-24,Safe,Feb-25,,,,
10700,45,M,Monthly,21-02-2024,24-12-2025,1700,Yes,Active,1700,35+,Safe,Feb-24,,,,
10701,31,M,Yearly,05-07-2024,25-12-2025,1300,Yes,Active,15600,25-34,Safe,Jul-24,,,,
10702,37,M,Yearly,17-01-2024,08-01-2026,800,No,Active,9600,35+,Safe,Jan-24,,,,
10703,36,F,Monthly,21-10-2023,24-12-2025,1200,No,Active,1200,35+,Safe,Oct-23,,,,
10704,43,M,Monthly,09-10-2023,22-12-2025,1200,No,Active,1200,35+,Safe,Oct-23,,,,
10705,32,M,Quarterly,12-03-2025,22-10-2025,1500,Yes,Inactive,4500,25-34,High Risk,Mar-25,,,,
10706,33,F,Yearly,08-02-2024,22-12-2025,800,No,Active,9600,25-34,Safe,Feb-24,,,,
10707,38,M,Monthly,16-08-2025,08-11-2025,1200,No,Inactive,1200,35+,High Risk,Aug-25,,,,
10708,22,M,Quarterly,25-08-2025,15-11-2025,1500,Yes,Inactive,4500,18-24,High Risk,Aug-25,,,,
10709,20,M,Quarterly,16-05-2024,21-12-2025,1500,Yes,Active,4500,18-24,Safe,May-24,,,,
10710,29,M,Monthly,31-10-2024,24-12-2025,1200,No,Active,1200,25-34,Safe,Oct-24,,,,
10711,42,F,Quarterly,04-04-2025,29-12-2025,1000,No,Active,3000,35+,Safe,Apr-25,,,,
10712,37,F,Yearly,24-05-2025,04-01-2026,800,No,Active,9600,35+,Safe,May-25,,,,
10713,44,M,Monthly,25-05-2025,10-01-2026,1200,No,Active,1200,35+,Safe,May-25,,,,
10714,38,M,Monthly,24-09-2025,30-12-2025,1200,No,Active,1200,35+,Safe,Sep-25,,,,
10715,21,M,Monthly,07-09-2025,01-01-2026,1700,Yes,Active,1700,18-24,Safe,Sep-25,,,,
10716,38,M,Yearly,28-09-2025,06-12-2025,800,No,Inactive,9600,35+,High Risk,Sep-25,,,,
10717,40,F,Yearly,12-04-2024,03-01-2026,800,No,Active,9600,35+,Safe,Apr-24,,,,
10718,33,M,Monthly,27-01-2025,01-01-2026,1700,Yes,Active,1700,25-34,Safe,Jan-25,,,,
10719,42,M,Yearly,04-10-2025,24-12-2025,800,No,Active,9600,35+,Safe,Oct-25,,,,
10720,24,F,Quarterly,24-05-2025,12-10-2025,1500,Yes,Inactive,4500,18-24,High Risk,May-25,,,,
10721,30,M,Quarterly,08-08-2025,07-01-2026,1000,No,Active,3000,25-34,Safe,Aug-25,,,,
10722,38,M,Monthly,17-07-2025,31-12-2025,1200,No,Active,1200,35+,Safe,Jul-25,,,,
10723,27,M,Monthly,19-10-2024,09-01-2026,1700,Yes,Active,1700,25-34,Safe,Oct-24,,,,
10724,43,F,Monthly,08-11-2025,30-12-2025,1200,No,Active,1200,35+,Safe,Nov-25,,,,
10725,24,M,Quarterly,30-10-2023,04-01-2026,1000,No,Active,3000,18-24,Safe,Oct-23,,,,
10726,31,M,Monthly,09-11-2023,02-01-2026,1700,Yes,Active,1700,25-34,Safe,Nov-23,,,,
10727,43,M,Yearly,07-08-2023,23-10-2025,800,No,Inactive,9600,35+,High Risk,Aug-23,,,,
10728,22,M,Monthly,26-05-2025,21-12-2025,1200,No,Active,1200,18-24,Safe,May-25,,,,
10729,20,F,Monthly,24-12-2023,24-12-2025,1200,No,Active,1200,18-24,Safe,Dec-23,,,,
10730,40,F,Quarterly,10-12-2023,17-10-2025,1500,Yes,Inactive,4500,35+,High Risk,Dec-23,,,,
10731,28,M,Quarterly,07-02-2024,30-09-2025,1000,No,Inactive,3000,25-34,High Risk,Feb-24,,,,
10732,28,M,Monthly,17-09-2023,01-01-2026,1700,Yes,Active,1700,25-34,Safe,Sep-23,,,,
10733,35,M,Monthly,16-09-2024,19-12-2025,1200,No,Active,1200,35+,Safe,Sep-24,,,,
10734,32,M,Yearly,22-12-2024,26-12-2025,1300,Yes,Active,15600,25-34,Safe,Dec-24,,,,
10735,29,M,Monthly,20-05-2025,03-01-2026,1200,No,Active,1200,25-34,Safe,May-25,,,,
10736,26,F,Monthly,08-09-2024,27-09-2025,1200,No,Inactive,1200,25-34,High Risk,Sep-24,,,,
10737,27,M,Yearly,05-10-2025,23-09-2025,800,No,Inactive,9600,25-34,High Risk,Oct-25,,,,
10738,43,M,Monthly,15-02-2025,22-12-2025,1200,No,Active,1200,35+,Safe,Feb-25,,,,
10739,29,M,Quarterly,18-10-2023,03-11-2025,1500,Yes,Inactive,4500,25-34,High Risk,Oct-23,,,,
10740,34,F,Monthly,25-06-2025,16-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jun-25,,,,
